FECHA;ORIGEN;DESTINO;DISTANCIA DESTINO;CONSUMO ACPM DESTINO e;ODOM INICIAL;ODOM FINAL;DISTANCIA RECORRIDA;AUDITORIA DISTANCIA;CANTIDAD CARGADA;CANTIDAD DESCARGADA;DIFERENCIA;TIEMPO DE CARGUE;TIEMPO MUERTO;TIEMPO EN EL VIAJE;HORAS MOTOR;DIAS DE VIAJE;COSTO MANO DE OBRA;PEAJES RUTA;VALOR PEAJES;CONSUMO ACPM;COSTO ACPM;ALOJAM.;MANUTENC.;IMPREVISTOS;MANTENIMIENTO;DIVERSOS;FLETE 
20-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;511761;513623;1862; Revisar Km. ;32.530;32.530; -   ;1:55:00;0:50;24:15:00;52:07:16;6;$ 737.868;0;0;141;3.312.348;95.000;87.000; -   ;100.000;55.000;$ 122
20-abr;B/BERMEJA;BOGOTA;944;141;969248;970254;1006; Revisar Km. ;32.620;32.620; -   ;8:20:00;0:50;49:30:00;36:33:58;4;$ 491.912;0;0;500;3.875.080;140.000;181.000; -   ;110.000;20.000;$ 128
20-abr;B/BERMEJA;CARTAGENA;1338;160;134532;135737;1205; -   ;31.280;31.520;-240;1:15:00;0:55;27:10:00;54:41:17;7;$ 860.846;0;0;458;3.439.413;67.000;91.000; -   ;22.000;53.000;$ 135
20-abr;B/BERMEJA;TANGUA;2204;356;893545;895837;2292; Revisar Km. ;33.700;33.700; -   ;3:40:00;0:40;57:00:00;60:16:06;11;$ 1.352.758;0;0;454;3.696.810;415.000;189.000; -   ;206.199;300.000;$ 275
20-abr;B/BERMEJA;MUTATA;1120;160;14723;15769;1046; -   ;33.730;33.730; -   ;2:20:00;1:20;27:30:00;35:09:37;2;$ 245.956;0;0;187;1.452.885;60.000;85.000; -   ;40.000;59.000;$ 175
20-abr;B/BERMEJA;CARTAGENA;1338;160;1074329;1076133;1804; Revisar Km. ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;47:27:27;5;$ 614.890;0;0;284;1.570.325;60.000;105.000; -   ;45.000;27.000; $ - 
21-abr;B/BERMEJA;CARTAGENA;1338;160;938976;940740;1764; Revisar Km. ;32.380;32.700;-320;0:50:00;0:50;25:40:00;48:04:05;6;$ 737.868;0;0;443;3.327.044;45.900;34.000; -   ;250.000;39.000;$ 135
21-abr;B/BERMEJA;BOGOTA;944;141;578373;579261;888; -   ;21.320;21.320; -   ;0:45:00;0:45;14:30:00;16:36:39;2;$ 245.956;0;0;128;992.000;30.000;90.000; -   ; -   ;57.000;$ 125
22-abr;B/BERMEJA;CARTAGENA;1338;160;941701-8;943508;1806; Revisar Km. ; -   ; -   ; -   ;0:45:00;0:42;25:50:00;56:12:20;7;$ 860.846;0;0;425;3.810.138;60.000;60.000; -   ; -   ;31.000; $ - 
23-abr;B/BERMEJA;TANGUA;2204;356;15769;18050;2281; Revisar Km. ;33.620;33.660;-40;0:50:00;1:15;59:00:00;57:41:28;4;$ 491.912;0;0;355;2.947.657;143.000;168.000; -   ;270.615;69.000;$ 275
24-abr;B/BERMEJA;CARTAGENA;1338;160;592334;594140;1806; Revisar Km. ;32.690;32.950;-260;0:53:00;1:00;26:10:00;59:42:38;7;$ 860.846;0;0;469;3.539.761;60.000;78.000; -   ;78.000;60.000;$ 135
24-abr;B/BERMEJA;CARTAGENA;1338;160;594140;595248;1108; -   ;31.210;31.580;-370;1:30:00;0:40;22:40:00;30:59:02;1;$ 122.978;0;0; -   ; -   ;60.000;15.000; -   ;200.000;40.000;$ 135
24-abr;B/BERMEJA;CARTAGENA;1338;160;970254;971783;1529; Revisar Km. ;33.690;34.030;-340;2:47:00;0:50;23:10:00;30:44:04;2;$ 245.956;0;0;159;1.184.413;65.000;96.000; -   ;37.000;20.000;$ 135
25-abr;B/BERMEJA;CARTAGENA;1338;160;815125;816462;1337; -   ;31.250;31.450;-200;1:15:00;0:50;30:45:00;31:54:45;2;$ 245.956;0;0;131;975.623;45.900;61.200; -   ;13.000;25.000;$ 135
25-abr;B/BERMEJA;B/MANGA;440;73;18059;18282;223; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;7:30:35;1;$ 122.978;0;0;22;170.671; -   ;30.000; -   ;50.000; -   ; $ - 
27-abr;B/BERMEJA;CARTAGENA;1338;160;940736;942094;1358; -   ;33.260;33.570;-310;2:35:00;0:45;25:15:00;29:27:29;2;$ 245.956;0;0; -   ; -   ;45.900;54.400; -   ;155.000;20.000;$ 135
27-abr;B/BERMEJA;CARTAGENA;1338;160;579276;580713;1437; Revisar Km. ;31.700;31.970;-270;0:52:00;0:48;37:40:00;27:15:23;4;$ 491.912;0;0;144;1.068.162;70.000;126.000; -   ;150.000;48.000;$ 135
27-abr;B/BERMEJA;CARTAGENA;1338;160;15183;15796;613; -   ;33.570;33.830;-260;11:10:00;1:20;28:15:00;16:08:35;1;$ 122.978;0;0; -   ; -   ;22.950;40.800; -   ;25.000;10.000;$ 135
27-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;16281;16434;153; -   ;32.770;32.770; -   ;0:00:00;0:00;0:00:00;4:44:11;1;$ 122.978;0;0;160;1.291.478; -   ;40.800; -   ; -   ;11.000;$ 122
27-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;16583;16732;149; -   ;33.290;33.290; -   ;0:00:00;0:00;0:00:00;7:52:49;1;$ 122.978;0;0; -   ; -   ;22.950;20.400; -   ; -   ;10.000;$ 122
27-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;16732;16881;149; -   ;33.550;33.550; -   ;0:00:00;0:00;0:00:00;6:45:22;1;$ 122.978;0;0;58;471.018;22.950;20.400; -   ; -   ;10.000;$ 122
27-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;16434;16583;149; -   ;32.410;32.410; -   ;0:00:00;0:00;0:00:00;2:22:26;1;$ 122.978;0;0; -   ; -   ;22.950;20.400; -   ; -   ;35.000;$ 122
27-abr;B/BERMEJA;TANGUA;2204;356;16961;19211;2250; Revisar Km. ;34.550;34.600;-50;1:40:00;0:50;51:10:00;60:13:16;5;$ 614.890;0;0;303;2.525.875;114.750;122.400; -   ;120.000;70.000;$ 275
27-abr;B/BERMEJA;BOSCONIA;802;103;895837;896681;844; Revisar Km. ;32.300;32.410;-110;1:26:00;0:40;12:50:00;19:56:00;2;$ 245.956;0;0;22;162.646;70.000;71.000; -   ;203.000;59.000;$ 89
27-abr;B/BERMEJA;CARTAGENA;1338;160;943508;944885;1377; -   ;32.650;32.650; -   ;0:45:00;0:42;25:50:00;28:41:53;2;$ 245.956;0;0; -   ; -   ;60.000;64.000; -   ; -   ;20.000;$ 135
27-abr;B/BERMEJA;CARTAGENA;1338;160;;134523;134523; Revisar Km. ;32.938;33.000;-62;0:00:00;0:00;0:00:00;32:37:30;3;$ 368.934;0;0;166;1.250.698; -   ; -   ; -   ;24.000;20.000;$ 135
28-abr;B/BERMEJA;BOGOTA;944;141;296118;296913;795; -   ;33.620;33.620; -   ;21:40:00;1:00;50:05:00;25:27:42;3;$ 368.934;0;0;93;720.750;105.000;193.000; -   ;80.000;44.000;$ 128
28-abr;B/BERMEJA;TANGUA;2204;356;341036;343330;2294; Revisar Km. ;33.410;33.300;110;1:00:00;0:46;54:30:00;28:35:00;3;$ 368.934;0;0;206;1.736.580;114.750;122.400; -   ;290.000;70.000;$ 275
28-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;513630;514883;1253; -   ;32.000;32.000; -   ;1:30:00;0:45;49:40:00;26:47:39;3;$ 368.934;0;0; -   ; -   ;90.000;70.000; -   ;165.000;860.000;$ 122
28-abr;B/BERMEJA;MANIZALES;968;168;18285;19207;922; -   ;33.330;33.330; -   ;3:10:00;0:50;26:30:00;25:52:00;2;$ 245.956;0;0;144;1.120.921;60.000;87.000; -   ;121.800;10.000;$ 143
29-abr;B/BERMEJA;BOSCONIA;802;103;580715;581577;862; Revisar Km. ;33.230;33.260;-30;0:56:00;0:40;7:10:00;17:17:45;1;$ 122.978;0;0;90;697.500;30.000;90.000; -   ;18.000;10.000;$ 89
29-abr;B/BERMEJA;BOSCONIA;802;103;896681;897518;837; -   ;32.230;32.310;-80;0:50:00;0:44;15:10:00;21:20:03;2;$ 245.956;0;0;106;821.500;70.000;78.000; -   ;47.000;32.000;$ 89
30-abr;B/BERMEJA;PUERTO COLOMBIA;0;0;1076055;1077453;1398; Revisar Km. ;31.180;30.330;850;1:15:00;0:45;27:19:00;26:17:11;2;$ 245.956;0;0; -   ; -   ;45.900;54.400; -   ;31.000;23.000;$ 120
30-abr;B/BERMEJA;TANGUA;2204;356;970358;972648;2290; Revisar Km. ;33.550;33.580;-30;2:05:00;0:55;74:00:00;54:19:32;7;$ 860.846;0;0;310;2.517.562;22.950;194.800; -   ;494.000;70.000;$ 275
30-abr;B/BERMEJA;MEDELLIN;650;105;19211;19783;572; -   ;34.430;34.520;-90;1:20:00;0:55;21:45:00;17:03:46;2;$ 245.956;0;0;82;640.483;45.900;61.200; -   ;91.277;20.000;$ 80
30-abr;B/BERMEJA;BOSCONIA;802;103;816505;817315;810; -   ;32.920;32.910;10;0:53:00;0:47;8:00:00;18:48:36;1;$ 122.978;0;0;105;819.300;30.000;84.000; -   ;22.000;10.000;$ 89
30-abr;B/BERMEJA;TANGUA;2204;356;;137280;137280; Revisar Km. ;33.090;33.170;-80;0:46:00;0:45;48:20:00;58:49:29;7;$ 860.846;0;0;190;1.601.734;180.000;262.000; -   ;29.000;80.000;$ 275
1-may;B/BERMEJA;ARAUCA-CALDAS;1094;160;19215;20131;916; -   ;32.870;32.870; -   ;1:05:00;0:55;25:55:00;44:07:02;3;$ 368.934;0;0;142;1.103.654;45.900;47.600; -   ;50.000;10.000;$ 143
1-may;B/BERMEJA;BOGOTA;944;141;944885;945831;946; -   ;33.240;33.240; -   ;5:00:00;0:54;24:40:00;23:29:45;1;$ 122.978;0;0;125;968.750;70.000;105.000; -   ;27.000;20.000;$ 128
1-may;B/BERMEJA;MEDELLIN;650;105;137280;137674;394; -   ;33.740;34.170;-430;0:50:00;0:45;21:20:00;16:40:26;1;$ 122.978;0;0;70;542.500;22.950;34.000; -   ; -   ;8.000;$ 80
1-may;B/BERMEJA;TANGUA;2204;356;971783;974020;2237; -   ;34.000;34.100;-100;0:50:00;0:40;52:40:00;60:29:56;6;$ 737.868;0;0;367;2.948.972;216.000;262.000; -   ;24.000;30.000;$ 275
2-may;B/BERMEJA;TANGUA;2204;356;595518;597687;2169; -   ;33.820;33.860;-40;1:52:00;0:45;52:25:00;58:04:00;7;$ 860.846;0;0;350;2.826.695;211.900;192.400; -   ;254.000;100.000;$ 275
2-may;B/BERMEJA;PUERTO COLOMBIA;0;0;513643;516187;2544; Revisar Km. ;32.730;32.730; -   ;1:00:00;0:50;24:45:00;27:43:40;2;$ 245.956;0;0;117;900.117;60.000;69.000; -   ;107.000;34.000;$ 120
3-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;1077468;1078687;1219; -   ;26.510;26.510; -   ;4:20:00;0:45;29:45:00;28:19:54;3;$ 368.934;0;0;100;775.000;68.850;74.800; -   ;132.000;30.000;$ 122
4-may;B/BERMEJA;TANGUA;2204;356;296913;298765;1852; -   ;32.390;32.390; -   ;3:15:00;0:46;38:10:00;50:16:33;3;$ 368.934;0;0; -   ; -   ;105.000;159.000; -   ;215.000;30.000;$ 275
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;16881;17030;149; -   ;32.970;32.970; -   ;0:00:00;0:00;0:00:00;7:07:08;1;$ 122.978;0;0; -   ; -   ;22.950;20.400; -   ;35.000;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;17030;17179;149; -   ;33.080;33.080; -   ;0:00:00;0:00;0:00:00;6:29:20;1;$ 122.978;0;0; -   ; -   ;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;17179;17320-8;142; -   ;33.460;33.460; -   ;0:00:00;0:00;0:00:00;4:23:30;1;$ 122.978;0;0;56;450.803;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;17328;17477;149; -   ;32.790;32.790; -   ;0:00:00;0:00;0:00:00;7:20:58;1;$ 122.978;0;0; -   ; -   ;45.900;61.200; -   ; -   ;25.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;17477;17626;149; -   ;32.520;32.520; -   ;0:00:00;0:00;0:00:00;8:05:52;1;$ 122.978;0;0; -   ; -   ;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;17626;17784;158; -   ;32.530;32.530; -   ;0:00:00;0:00;0:00:00;4:26:22;1;$ 122.978;0;0; -   ; -   ;22.950;20.400; -   ;109.000;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;17784;17933;149; -   ;32.260;32.260; -   ;0:00:00;0:00;0:00:00;5:26:19;1;$ 122.978;0;0;78;62.980;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;15228;15382;154; -   ;32.580;32.580; -   ;0:00:00;0:00;0:00:00;4:14:18;1;$ 122.978;0;0; -   ; -   ; -   ;20.400; -   ; -   ;11.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;15382;15535;153; -   ;34.580;34.580; -   ;0:00:00;0:00;0:00:00;6:08:01;1;$ 122.978;0;0;; -   ;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;15535;15682;147; -   ;33.980;33.980; -   ;0:00:00;0:00;0:00:00;4:04:14;1;$ 122.978;0;0;58;470.807;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;15682;15833;151; -   ;33.240;33.240; -   ;0:00:00;0:00;0:00:00;4:35:34;1;$ 122.978;0;0;; -   ;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;15833;15981;148; -   ;33.680;33.680; -   ;0:00:00;0:00;0:00:00;4:05:10;1;$ 122.978;0;0;; -   ;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;15981;16130;149; -   ;33.680;33.680; -   ;0:00:00;0:00;0:00:00;4:43:28;1;$ 122.978;0;0;57;465.608;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;16130;16279;149; -   ;33.330;33.330; -   ;0:00:00;0:00;0:00:00;3:15:51;1;$ 122.978;0;0;; -   ;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;16279;16427;148; -   ;32.760;32.760; -   ;0:00:00;0:00;0:00:00;3:21:12;1;$ 122.978;0;0;; -   ;70.000;61.200; -   ; -   ;25.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;16427;16576;149; -   ;33.260;33.260; -   ;0:00:00;0:00;0:00:00;4:21:21;1;$ 122.978;0;0;; -   ;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;16576;16733;157; -   ;32.750;32.750; -   ;0:00:00;0:00;0:00:00;3:46:54;1;$ 122.978;0;0;; -   ;22.950;20.400; -   ;70.000;10.000;$ 122
4-may;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;16733;16882;149; -   ;33.350;33.350; -   ;0:00:00;0:00;0:00:00;3:48:07;1;$ 122.978;0;0;71;573.969;22.950;20.400; -   ; -   ;10.000;$ 122
4-may;B/BERMEJA;CARTAGENA;1338;160;817315;818650;1335; -   ;32.540;32.930;-390;0:45:00;0:40;38:10:00;36:57:51;1;$ 122.978;0;0;160;1.255.400;120.000;78.800; -   ; -   ;40.000;$ 135
4-may;B/BERMEJA;ARROYO DE PIEDRA;1340;170;581577;583025;1448; Revisar Km. ;33.820;33.990;-170;0:42:00;0:42;12:20:00;25:00:40;3;$ 368.934;0;0;146;1.131.499;40.000;90.000;;;18.000;$ 135
5-may;B/BERMEJA;TANGUA;2204;356;942094;944346;2252; Revisar Km. ;33.530;33.640;-110;2:16:00;0:57;54:00:00;52:18:26;5;$ 614.890;0;0;348;2.804.017;150.000;102.000;;76.500;55.000;$ 275
5-may;B/BERMEJA;TANGUA;2204;356;969186;971503;2317; Revisar Km. ;33.490;33.500;-10;3:17:00;0:43;47:26:00;51:04:57;7;$ 860.846;0;0;195;1.643.850;251.000;290.000;;210.000;80.000;$ 275
